Site ID,samples22k,Site Name,Lat,Long,Elev,Preferred Units,Biome,Region,Country,Site Type,Water Depth (m),Basin Size,Catchment Size,Landscape,Local Veg,Regional Veg,Streams,Have Pub?,Original Dating Type,Record Source,Age Model,Data Source,Database (Source),Project,Published,Version,ID_Status
549,77,Stavsakra Bog,56.916667,14.9,187,MT10,7,EURO,SWED,TFEN,0,SMAL,SMAL,LOPL,"Pinus and Ericaceae (Colluna vulgaris), Betula pubescens, Juncus, Carex",Picea parkland and some open grazed areas,NOTK,Yes,CALO,Gaillard,NOTK,AUTH,NOTA,,No,GCD1,BART
552,53,Lake Chignahuapan,19.166667,-99.533333,2570,GT5C,6,CENA,MEXI,LEXP,2,LARG,LARG,MOUN,"Alpine grasses, Pinus sp. Quercus sp. And Abies forest, but recently distrubed",Agriculture and forestry activites,INOU,Yes,RADI,Loranzo-Garcia (mjp),SMSP,DIGI,NOTA,,No,GCD1,BART
553,30,Lago Verde,18.612778,-95.347778,149,XCOP,12,CENA,MEXI,LEXP,4,SMAL,SMAL,MOUN,lowland Tropical evergreen rainforest,Tropical lowland rainforest,CLOS,Yes,CALO,Loranzo-Garcia,AUTH,DIGI,NOTA,,No,GCD1,BART
554,72,Canal de la Puntilla,-40.95,-72.9,120,X120,4,SSA0,CHIL,TFEN,0,SMAL,SMAL,LOPL,Meadow,Temperate Rainforest,NOTK,Yes,RADI,Moreno (mjp),AUTH,AUTH,NOTA,,No,GCD2,BART
555,8166,Sacramento Mountains,32.843104,-105.702517,2400,PROB,14,WNA0,US00,TLIT,0,LARG,LARG,MOUN,Ponderosa Pine and mixed conifer,Ponderosa Pine and mixed conifer,NOTA,No,CALO,Meyer et al unpub,AUTH,AUTH,NOTA,,No,GCD1,BART
556,72,Las Pardillas,42.03333,-3.033333,1850,X18C,15,EURO,SPAI,TFLO,1.5,VESM,SMAL,MOUN,"Vaccinium myrtillus, Juniperus nana, Pinus sylvestris forests around the understorey of Erica arborea, E. australis, Calluna vulgaris, Vaccinium myrtillus",Oro-mediterranean vegetation,INOU,Yes,CALO,Sanchez-Goni & Hannon 1999,AUTH,AUTH,NOTA,,No,GCD1,BART
557,51,Lake Tulane,27.5862,-81.5033,35,OTHE,6,ENA0,US00,LACU,0,NOTK,NOTK,LOPL,,,NOTK,No,NOTK,Watts & Hansen 1988 (jm),SMSP,DIGI,NOTA,,No,GCD1,BART
558,52,Ballachrink,54.37088,-4.471157,20,LT12,4,EURO,UK00,TFBU,0,NOTK,NOTK,LOPL,River valley with Alnus and surrounding fen,,INOU,No,RADI,Innes & Blackford 2003 (mjp),SMSP,DIGI,NOTA,,No,GCD1,BART
560,47,Matsabory Ampozalana,-12.5,49.15,740,%DWT,6,AFRI,MADA,TBOG,0,SMAL,SMAL,NOTK,humid forest of Matagne d'Ambre (Ambohitra),humid forest of Matagne d'Ambre,NOTK,Yes,CALS,Burney 1987 (mjp),SMSP,DIGI,NOTA,,No,GCD1,BART
561,44,Lake Chalalan,-14.427778,-67.920833,330,XPIX,12,TSA0,BOLI,LACU,0,NOTK,NOTK,NOTK,,,NOTK,No,CALO,Urrego,AUTH,AUTH,NOTA,,No,GCD1,BART
562,84,Lake Santa Rosa,-14.476944,-67.874722,350,XPIX,12,TSA0,BOLI,LACU,0,NOTK,NOTK,NOTK,,,NOTK,No,CALO,Urrego,AUTH,AUTH,NOTA,,No,GCD1,BART
563,48,Pine Camp,-34.75,141.13,21.4,CARE,14,AUST,AUST,LSAL,0.2,SMAL,MEDI,DUNE,open shrubland,open tall shrubland and Eucalypt woodland mosaic,CLOS,Yes,CALS,SPH,POLY,RAW0,NOTA,QUAVIDA,No,GCD3,BART
564,20,Gallahers Swamp,-34.29,150.43,535,SQCU,6,AUST,AUST,TBOG,0,MEDI,MEDI,UPPL,Banksia robur- Gymnoschoenus-Lepyrodia wet heath,open eucalypt and alpine grassland,NOTK,No,RADI,Hope & Macphail 2005,AUTH,NOTK,INDO,QUAVIDA,No,GCD1,BART
565,11,Rock Arch Swamp,-34.3,150.39,575,SQCU,6,AUST,AUST,TFEN,0.1,SMAL,MEDI,LRVA,"Elaeocharis, Machaerina and Lepyrodia anarthria with limited Sphagnum moss growth","medium woodland of Eucalyptus and Angophora species above a tall heath of Proteaceae, Myrtaceae and  legume shrubs",NOTK,No,RADI,Hope & Macphail 2005,AUTH,RAW0,INDO,QUAVIDA,No,GCD1,BART
566,16,Cotter Source Bog center,-35.9667,148.8167,1755,SQCU,6,AUST,AUST,TBOG,0,MEDI,MEDI,UPPL,fen,Subalpine woodland/forest,NOTK,No,RADI,Hope (2005),AUTH,NOTK,INDO,QUAVIDA,No,GCD1,BART
567,16,Tom Gregory Swamp,-35.38,148.49,1024,FRAG,6,AUST,AUST,TBOG,0,SMAL,MEDI,UPPL,"mosaic of low Epacris shrubland, Sphagnum hummocks, Empodisma bog ",Eucalyptus pauciflora and E. divas woodland,NOTK,No,RADI,Hope (2005),AUTH,NOTK,INDO,QUAVIDA,No,GCD1,BART
568,36,Rennix Gap,-36.22,148.3,1570,OTHE,23,AUST,AUST,TERR,0,NOTK,NOTK,LRVA,"Epacris palidosa, Empodisma,Sphagnum", Eucalypt woodland & Poa grassland,NOTK,No,RADI,Kemp (1994),AUTH,NOTK,INDO,QUAVIDA,No,GCD1,BART
569,15,Ginini Flats,-35.31,148.46,1590,FRAG,6,AUST,AUST,TBOG,0,NOTK,MEDI,ROUP,"low shrubland of Richea, Eparis, Breckia; with Sphagnum",grasslands with Eucalyptus pauciflora,NOTK,No,RADI,Martin (1986),AUTH,NOTK,INDO,QUAVIDA,No,GCD1,BART
570,12,Den Plain 3,-41.3,146.2,350,PTCT,6,AUST,AUST,LACU,0,NOTK,NOTK,LOPL, exotic pasture and remnants of native grassland,"disturbed forest of Eucalyptus amygdalina, E. viminalis and Acacia",NOTK,No,OTHE,THP,AUTH,AUTH,NOTA,QUAVIDA,No,GCD1,BART
571,24,Nursery Swamp,-35.41,148.58,1092,PPOL,6,AUST,AUST,TBOG,0,NOTK,NOTK,LRVA,Carex and Hydrocotyle fen mosaic, Eucalyptus dalrympleana and E. dives forest,NOTK,No,RADI,Kodela & Dodson 1988,AUTH,NOTK,NOTA,QUAVIDA,No,GCD1,BART
572,16,Badu 15,-10.06,142.09,20,C125,3,AUST,AUST,TERR,0,SMAL,SMAL,ISUP,rock shelter Vine thicket with Capparis and Similax species, Eucalypt woodland with mixed undergrowth,NOTK,No,RADI,Rowe (2006:2007),DIGI,DIGI,INDO,QUAVIDA,No,GCD1,BART
573,106,Argan Swamp,-10.05,142.06,3,C125,3,AUST,AUST,COAS,0,SMAL,MEDI,COPL,Mixed Melaleuca with herbaceous undergrowth,Rhizophora dominated mangrove and eucalypt dominated open forest,CLOS,No,RADI,Rowe (2006),DIGI,DIGI,INDO,QUAVIDA,No,GCD1,BART
574,125,Talita Kupai,-10.1,142.12,33,C125,3,AUST,AUST,CEST,0,NOTK,NOTK,COPL,Mixed Rhizophoraceae and Avicennia dominated mangrove backed by sparse eucalypt woodland,Mixed Rhizophoraceae and Avicennia dominated mangrove backed by sparse eucalypt woodland,MARI,No,RADI,Rowe (2006),AUTH,RAW0,NOTA,QUAVIDA,No,GCD3,BART
575,177,Waruid,-10.4,142.09,5,C125,3,AUST,AUST,COAS,0,NOTK,NOTK,COPL,zoned mangrove forest, extending into open eucalypt fores,CLOS,No,RADI,Rowe (2006:2007),AUTH,RAW0,NOTA,QUAVIDA,No,GCD1,BART
576,48,Tiam Point,-10.12,142.18,3,FRAG,3,AUST,AUST,CSLT,0,NOTK,MEDI,COPL,Sporobolus and Acrostichum species,Rhizophoraceae dominated mangrove. Melaleuca stands and eucalypt woodland,CLOS,No,RADI,Rowe (2006:2007),AUTH,RAW0,NOTA,QUAVIDA,No,GCD1,BART
577,50,Boigu Gawat Core 1,-10.1,142.14,10,C125,3,AUST,AUST,COAS,0.1,NOTK,NOTK,COPL,Melaleuca swamp forest with sedge undergrowth and surrounded by eucalypt dominated open forest,Melaleuca swamp forest with sedge undergrowth and surrounded by eucalypt dominated open forest,CLOS,No,RADI,Rowe (2006:2007),AUTH,RAW0,NOTA,QUAVIDA,No,GCD1,BART
578,57,Bar20,-10.1,142.12,18,C125,3,AUST,AUST,COAS,0.8,SMAL,SMAL,COPL,Melaleuca swamp forest with sedge undergrowth, eucalypt dominated open forest,CLOS,No,RADI,Rowe (2006:2007),AUTH,RAW0,NOTA,QUAVIDA,No,GCD3,BART
579,32,Zurath Islet,-10.16,142.06,3,C125,3,AUST,AUST,COAS,0,SMAL,SMAL,LRVA,Pandanus with mixed herbaceous undergrowth,sparse inland islet vegetation and strand vegetation seaward,CLOS,No,RADI,Rowe (2006:2007),AUTH,,NOTA,QUAVIDA,No,GCD1,BART
580,21,Muellers Rock,-35.39,148.5,1102,SQCU,6,AUST,AUST,TBOG,0,NOTK,NOTK,LRVA,"wet heath: Sphagnum, Baeckia",Eucalyptus pauciflora woodland,INOU,No,RADI,Worthy et al (2005),AUTH,,NOTA,QUAVIDA,No,GCD1,BART
582,466,Lac aux Geais,49.892278,-78.655111,280,X160,8,ENA0,CANA,LACU,10.15,SMAL,SMAL,LOPL,"Picea mariana, Abies balsamea,
Larix laricina ,
Betula payrifera",Boreal forest,NOTK,No,CALO,Ali (unpub),AUTH,AUTH,NOTA,,No,GCD1,BART
583,603,Lac Profond,49.861139,-78.613306,270,X160,8,ENA0,CANA,LACU,20,VESM,SMAL,LOPL,"Picea mariana, Abies balsamea,
Betula payrifera",Boreal forest,NOTK,No,CALO,Ali (unpub),AUTH,AUTH,NOTA,,No,GCD1,BART
584,416,Lac Raynald,49.809278,-78.535833,250,X160,8,ENA0,CANA,LACU,10.28,SMAL,SMAL,LOPL,"Picea mariana, Abies balsamea,
Larix laricina ,
Betula payrifera, Pinus banksiana",Boreal forest,NOTK,No,CALO,Ali (unpub),AUTH,AUTH,NOTA,,No,GCD1,BART
585,427,Lac _ la Loutre,49.711694,-78.335833,274,X160,8,ENA0,CANA,LACU,10.63,SMAL,SMAL,LOPL,"Picea mariana, Larix laricina , Abies balsamea",Boreal forest,NOTK,No,CALO,Ali (unpub),AUTH,AUTH,NOTA,,No,GCD1,BART
586,111,Horton Plains,6.8,80.49,2200,X25P,1,ASIA,INDI,TBOG,0,MEDI,MEDI,NOTK,,,NOTK,No,NOTK,Premathilake (2006) (mjp),SMSP,DIGI,NOTA,,No,GCD1,BART
596,34,El Carrizal,41.319105,-4.143727,860,CARE,-9999,EURO,SPAI,LACU,0,NOTK,NOTK,LOPL,NOTK,NOTK,NOTK,No,NOTK,Franco-Mugica etal 2005,NOTK,DIGI,NOTA,EURO,No,GCD3,BART
597,122,Allom Lake,-25.2333,153.166667,100,XIMG,6,AUST,AUST,LACU,3.7,VESM,SMAL,ISUP,"araucarian/notophyll vine forests and wet-sclerophyll tall forest, and wet-sclerophyll to dry-sclerophyll open Eucalypt forests with a grassy understorey",Eucalyptus forest,CLOS,Yes,CALO,Timme Donders (+11 - 0ka),AUTH,RAW0,NOTA,QUAVIDA,No,GCD2,BART
598,59,Lake Sibaya,-27.2065,32.3673,20,GT12,13,AFRI,SOAF,LNAT,15,VELG,LARG,COPL,Cyperaceace-dominated,the Savanna and Indian Ocean Coastal Belt Biome,NOTK,Yes,RADI,Frank Neumann (mjp),SMSP,AUTH,NOTA,,No,GCD2,BART
600,19,Funduzi,-22.8583,30.894,429,XFRG,13,AFRI,SOAF,LACU,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALS,Scott et al. JQS,SMSP,DIGI,NOTA,,No,GCD2,BART
610,43,Lake Teletskoye,51.702865,87.6552,1900,CPRA,1,RUSS,RUSS,NOTK,325,VELG,LARG,MOUN,"Siberian pine taiga with scots pine, fir, spruce and shrub alder",Tiaga,INOU,Yes,RADI,Andreev et al. 2007 (mjp),SMSP,DIGI,NOTA,,No,GCD2,BART
611,85,Griblje Marsh,45.569722,15.279167,160,LT40,4,EURO,SLVE,NOTK,0,VESM,SMAL,LOPL,"Cyperaceae, Betula pendula and Populus tremula","meadows and fields, formerly birch forest",NOTK,Yes,RADI,Andric 2007 (14ka) (mjp),SMSP,DIGI,NOTA,,No,GCD2,BART
612,39,Canada de la Cruz,38.4,-2.42,1595,XFRG,-9999,EURO,SPAI,NOTK,0,NOTK,NOTK,NOTK,,,NOTK,No,NOTK,Carrion et al. 2002(Vanniere),NOTK,DIGI,NOTA,EURO,No,GCD3,BART
613,115,Villaverde,38.8,-2.22,870,XPEA,5,EURO,SPAI,TFEN,0,NOTK,NOTK,MOUN,mixed Evergreen needleleaf and broadleaf,Mountain Mediterranean forest,INOU,No,RADI,Carrion et al. 2002 (mjp),SMSP,AUTH,NOTA,,No,GCD2,BART
614,111,Baza,37.2333,-2.7,1900,XFRG,-9999,EURO,SPAI,NOTK,0,NOTK,NOTK,NOTK,,,NOTK,No,NOTK,Carrion et al. 2007 (8ka),NOTK,AUTH,NOTA,EURO,No,GCD3,BART
615,120,Mlaka,45.502778,15.20556,150,SQC0,4,EURO,SLVE,NOTK,10,VESM,NOTK,MEAD,"Cyperaceae, Betula pendula and Populus tremula",Meadows and agricultur fields,NOTK,Yes,RADI,Andric  2007 (10ka) (mjp),OTHE,DIGI,NOTA,,No,GCD2,BART
616,64,El Tiro Bog,-3.840528,-79.145333,2810,PP25,13,TSA0,COLO,TBOG,1.3,VESM,SMAL,MOUN,"mountain rainforest Alzetea verticillata, Graffenrieda miconioides, Myrcianthes sp",mountain rainforest,CLOS,Yes,RADI,Niemann&Behling 2007(21ka) (mjp),SMSP,DIGI,NOTA,,No,GCD2,BART
617,77,Xujianan,35.5,106,1620,GT10,4,ASIA,MONG,NOTK,0,LARG,LARG,UPPL,"Agriculture, cereal production, fruit crops ",Mongolian steppe and temperate mixed forest,NOTA,Yes,RADI,Huang et al 2006(10ka) (mjp),SMSP,DIGI,NOTA,,No,GCD2,BART
618,85,Ertangcun,35.01,107.65,1050,GT10,4,ASIA,MONG,NOTK,0,LARG,LARG,UPPL,"Agriculture, cereal production, fruit crops ",Mongolian steppe and temperate mixed forest,NOTA,Yes,RADI,Huang et al 2006 (mjp),SMSP,DIGI,NOTA,,No,GCD2,BART
619,91,Jiangyangcun,34.5,108.3,685,GT10,4,ASIA,MONG,NOTK,0,LARG,LARG,UPPL,"Agriculture, cereal production, fruit crops ",Mongolian steppe and temperate mixed forest,NOTA,Yes,RADI,Huang et al 2006 (mjp),SMSP,DIGI,NOTA,,No,GCD2,BART
620,78,Dohgxiafeng North,35.4423,112.5183,500,GT10,4,ASIA,MONG,NOTK,0,LARG,LARG,UPPL,"Agriculture, cereal production, fruit crops ",Mongolian steppe and temperate mixed forest,NOTA,Yes,RADI,Huang et al 2006 (mjp),SMSP,DIGI,NOTA,,No,GCD2,BART
621,33,Bao-1,19.066667,-71.033333,1775,X512,5,CENA,HAIT,NOTK,0.15,SMAL,SMAL,LRVA,D. domingensis and grasses,Pine forests and tropical broadleaf forests,NOTK,Yes,RADI,Kennedy et al 2006 (4ka) (mjp),SMSP,RAW0,NOTA,,No,GCD2,BART
622,60,Laguna Azul,-52.120475,-69.522687,100,CP20,11,SSA0,ARGE,LEXP,56,SMAL,SMAL,MOUN,"Hordeum comosum, Rumex acetosa, Caltha sagittata, Acaena magellanica, A splendens, Scenecio filaginoides","Graminoid steppe Perezia recurvata, Cerastium arvense, Armeria maritma",CLOS,Yes,RADI,Mayr et al 2005 (1.1ka),LINE,DIGI,NOTA,,No,GCD2,BART
623,252,Crevice Lake,45,-110.578,1713,X125,10,WNA0,US00,LGLA,30,SMAL,SMAL,LRVA,Pinus contorta,Pinus contorta,CLOS,Yes,CALO,Power (2.2ka),AUTH,RAW0,NOTA,,No,GCD2,BART
624,239,Les Comailles,47.661111,3.22444,215,X125,16,EURO,FRAN,TBOG,-9999,SMAL,SMAL,LRVA,Pasture grass land and populus stands,Degraded Quercus mixed broad-leaved forest,INON,No,CALO,B.Vanniere (1.6-12.3 ka),AUTH,AUTH,NOTA,,No,GCD2,BART
625,298,Gabarn,43.171389,-0.555556,525,C125,5,EURO,FRAN,TBOG,0,NOTK,NOTK,NOTK,,,NOTK,No,NOTK,Rius etal (in rev)(1.6- 12.3 ka),AUTH,RAW0,NOTA,,No,GCD2,BART
626,406,Elferdalen,59.65,9.3,380,X250,10,EURO,NORW,TBOG,-9999,NOTK,NOTK,NOTK,,,NOTK,No,NOTK,Tryterud 2000,NOTK,RAW0,,,No,GCD2,BART
627,97,G_dor,36.9,-2.916667,1530,XPEA,27,EURO,SPAI,LDRA,0,NOTK,NOTK,MOUN,mixed Evergreen needleleaf and broadleaf,Mountain Mediterranean forest,CLOS,No,RADI,CarriÜn et al. 2003,AUTH,RAW0,NOTA,,No,GCD2,BART
629,90,Kis-Mohos Ro,48.4,20.4,310,XARP,7,EURO,HUNG,TBOG,-9999,NOTK,NOTK,NOTK,,,NOTK,No,NOTK,Willis et al. 1997,NOTK,RAW0,,,No,GCD2,BART
630,59,Krags,56.212673,9.022755,47,XARP,4,EURO,DENM,LACU,-9999,NOTK,NOTK,NOTK,,,NOTK,No,NOTK,Odgaard 1994,NOTK,RAW0,,,No,GCD2,BART
631,345,Lac du Lait,45.316389,6.813611,2180,XARE,10,EURO,FRAN,LACU,1,VESM,SMAL,MOUN,Evergreen needleleaf x deciduous needleleaf forest,Montain temperate forest,INOU,No,RADI,Carcaillet (2009),AUTH,RAW0,NOTA,,No,GCD2,BART
632,494,Lac du Thyl,45.2405,6.4997,2038,XARE,10,EURO,FRAN,TBOG,0.5,VESM,SMAL,MOUN,Deciduous needleleaf x evergreen needleleaf forest,Mountain temperate forest,OUTO,No,RADI,Carcaillet (2009),AUTH,RAW0,NOTA,,No,GCD2,BART
634,283,Lago di Gembro,46.16444,10.15444,1350,C010,10,EURO,ITAL,TFEN,0,NOTK,NOTK,MOUN,mixed Evergreen needleleaf,Mountain forest,NOTK,No,RADI,Pini 2002,AUTH,RAW0,NOTA,,No,GCD2,BART
637,106,Navar_s,39.1,-0.683333,225,XARS,6,EURO,SPAI,TBOG,-9999,NOTK,NOTK,NOTK,,,NOTK,No,NOTK,CarriÜn & Van Geel 1999,NOTK,RAW0,,,No,GCD2,BART
639,53,Ojos del Tremendal,40.533333,-2.05,1650,XFRP,5,EURO,SPAI,TBOG,-9999,NOTK,NOTK,NOTK,,,NOTK,No,NOTK,Stevenson 2000,NOTK,RAW0,,,No,GCD2,BART
640,329,Plan Bouchet,45.246944,6.566111,2405,XARE,10,EURO,FRAN,TBOG,-9999,VESM,SMAL,MOUN,Alpine tundra,mountain temperate,INON,No,RADI,Carcaillet 2009,AUTH,RAW0,NOTA,,No,GCD2,BART
643,72,Skans,56.516667,8.833333,8,XARP,4,EURO,DENM,LACU,-9999,NOTK,NOTK,NOTK,,,NOTK,No,NOTK,Odgaard 1994,NOTK,RAW0,,,No,GCD2,BART
644,53,Sols,56.13,8.63,41,XARP,4,EURO,DENM,LACU,-9999,NOTK,NOTK,NOTK,,,NOTK,No,NOTK,Odgaard 1994,NOTK,RAW0,,,No,GCD2,BART
646,117,Lough Mullaghlahan,54.766667,-8.466667,40,PTC0,-9999,EURO,UK00,NOTK,-9999,NOTK,NOTK,NOTK,,,NOTK,No,RADI,Fossit 1994 (Vanniere/mjp),SMSP,DIGI,NOTA,EURO,No,GCD3,BART
647,87,Lough Nabraddan,55.016667,-8.35,20,PTC0,-9999,EURO,UK00,NOTK,-9999,NOTK,NOTK,NOTK,,,NOTK,No,NOTK,Fossit 1994  (Vanniere/mjp),SMSP,DIGI,NOTA,EURO,No,GCD3,BART
648,75,Altar Lough,55.016667,-8.4,30,PTC0,-9999,EURO,UK00,NOTK,-9999,NOTK,NOTK,NOTK,,,NOTK,No,NOTK,Fossit 1994 (Vanniere/mjp),SMSP,DIGI,NOTA,EURO,No,GCD3,BART
650,48,Lios Lairthn MÜr,53.083333,-9.216667,270,X37P,-9999,EURO,UK00,NOTK,-9999,NOTK,NOTK,NOTK,"blanket bog vegetation consiting of mainly low calluna scrub with Eriophorum and Molinia, variety of liverworts and mosses","grass dominated to north-west of site, some Corylus scrub, Crataegus bushes and Prunus",NOTK,No,NOTK,Jelicic & O'Connell* 1992(mjp),SMSP,,,,No,GCD3,BART
663,92,Quoyloo Meadow,59.067778,-3.31,33,PTC0,-9999,EURO,UK00,NOTK,-9999,NOTK,NOTK,NOTK,,,NOTK,No,NOTK,Bunting 1994 (Vanniere/mjp),SMSP,DIGI,NOTA,EURO,No,GCD3,BART
672,32,Mizorogaike,35.058611,135.769444,75,GT18,6,ASIA,JAPA,NOTK,-9999,NOTK,NOTK,NOTK,pine-deciduous mixed secondary forest,evergreen broad-leaved forest,NOTK,No,RADI,Sasaki & Takahara unpub(25k),SMSP,AUTH,NOTA,,No,GCD2,BART
673,53,Jagaike,35.240833,135.459444,640,MMML,6,ASIA,JAPA,NOTK,-9999,NOTK,NOTK,NOTK,boundary deciduous/evergreen broad-leaved forest,deciduous mixed secondary forest,NOTK,No,RADI,Sasaki & Takahara unpub(24ka),LINE,AUTH,NOTA,,No,GCD2,BART
674,38,Hatchodaira,35.233333,135.833333,810,MMML,6,ASIA,JAPA,NOTK,-9999,NOTK,NOTK,NOTK,deciduous broad-leaved forest,deciduous broad leaved forest,NOTK,No,RADI,Sasaki & Takahara unpub(10ka),SMSP,AUTH,NOTA,,No,GCD2,BART
676,24,Ofuke,38.648611,135.179722,510,C250,6,ASIA,JAPA,NOTK,-9999,NOTK,NOTK,NOTK,deciduous mixed secondaryforest,deciduous broad-leaved forest,NOTK,No,RADI,Miyoshi & Takahara unpub(7ka),SMSP,AUTH,NOTA,,No,GCD2,BART
682,33,Bolshoe bog,51.466667,104.5,450,MMML,10,ASIA,RUSS,NOTK,-9999,NOTK,NOTK,NOTK,birch and pine forest,Taiga,NOTK,No,RADI,Takahara Unpub(5ka),LINE,AUTH,NOTA,,No,GCD2,BART
683,68,Duliha bog,51.516667,105,510,MMML,10,ASIA,RUSS,NOTK,-9999,NOTK,NOTK,NOTK,birch and pine forest,dark Taiga,NOTK,No,RADI,Takahara Unpub(30ka),SMSP,AUTH,NOTA,,No,GCD2,BART
684,70,Cheremushuka bog,52.75,108.083333,462,MMML,10,ASIA,RUSS,NOTK,-9999,NOTK,NOTK,NOTK,larch and pine mixed,dark/light Taiga,NOTK,No,RADI,Hikaru Unpub(40ka),SMSP,AUTH,NOTA,,No,GCD2,BART
685,25,Duguldzeiri River bog,54.45,109.533333,529,MMML,10,ASIA,RUSS,NOTK,-9999,NOTK,NOTK,NOTK,larch and dark conifer mixed,dark/light Taiga,NOTK,No,RADI,Takahara Unpub(13ka),SMSP,AUTH,NOTA,,No,GCD2,BART
686,39,Tompuda bog,55.133333,109.766667,459,MMML,10,ASIA,RUSS,NOTK,-9999,NOTK,NOTK,NOTK,larch and dark confier mixed,dark.light Taiga,NOTK,No,RADI,Takahara Unpub(14ka),LINE,AUTH,NOTA,,No,GCD2,BART
699,96,Maralay Alas,63.1,130.583333,134,X18C,11,ASIA,RUSS,NOTK,-9999,NOTK,NOTK,NOTK,larch and pine forest,light Tiaga,NOTK,No,RADI,Katamura etal 2006(10ka),SMSP,RAW0,NOTA,NOTA,No,GCD2,BART
700,97,Sugun Lake,62.083333,129.483333,198,GT18,11,ASIA,RUSS,LACU,-9999,NOTK,NOTK,NOTK,larch and pine forest,light Tiaga,NOTK,No,RADI,Katamura unpub(10ka),SMSP,AUTH,NOTA,,No,GCD2,BART
701,36,Chai-ku Lake,62,130.066667,136,X18C,11,ASIA,RUSS,LACU,-9999,NOTK,NOTK,NOTK,larch and pine forest,ligth Taiga,NOTK,No,RADI,Katamura unpub(7ka),POLY,AUTH,NOTA,,No,GCD2,BART
707,478,L_vn_s Lake,66.31083,17.90083,515,XARS,10,EURO,SWED,LACU,0,NOTK,NOTK,NOTK,,,NOTK,No,NOTK,Carcaillet et al 2007,NOTK,RAW0,,,No,GCD2,BART
708,184,Nussbaumersee,47.6,8.81667,450,X125,4,EURO,SWIT,LACU,0,NOTK,NOTK,NOTK,,,NOTK,No,NOTK,Haas & Hadorn 1998,NOTK,RAW0,,,No,GCD2,BART
709,120,S_vkrars mosse,59.16667,18.3,65,X125,7,EURO,SWED,TBOG,0,NOTK,NOTK,NOTK,,,NOTK,No,RADI,Von Stedingk 1999 (re-Digi: Vanniere/mjp),LINE,DIGI,NEW,EURO,No,GCD3,BART
710,91,Seedorf,46.7955887,7.040272,609,X125,10,EURO,SWIT,LACU,0,NOTK,NOTK,NOTK,,,NOTK,No,NOTK,Richoz et al. 1994,NOTK,RAW0,,,No,GCD2,BART
711,277,Steeren-moos,47.81667,8.18333,1000,X125,4,EURO,GERM,TBOG,0,NOTK,NOTK,NOTK,,,NOTK,No,NOTK,R_sch 2000,NOTK,RAW0,,,No,GCD2,BART
712,175,Lake Lucerne,47.05111,8.590556,434,GT38,4,EURO,SWIT,LACU,110,LARG,LARG,MOUN,Alpine vegetation,Alpine vegetation (unknown),INOU,Yes,CALO,Thevenon&Anselmetti 2007 (7ka)(mjp),AUTH,DIGI,NOTA,,No,GCD2,BART
713,166,Bereket Basin,37.54518,30.295064,1410,PP52,5,EURO,TRKY,TMSH,-9999,SMAL,SMAL,LRVA,"Juniperus excelsa, Pinus brutia, Pinus nigra, Cedrus libani",Juniperus-Pinus forest woodland and thorny shrubs under heavy grazing,INOU,Yes,RADI,Kaniewski etal 2007 (mjp),LINE,DIGI,NOTA,,No,GCD2,BART
714,103,Lago di Pergusa,37.51667,14.3,674,X512,15,EURO,ITAL,LNAT,1,MEDI,SMAL,UPPL,"Quercus ilex, Q. pubescens, Rhamnus alaternus, Ruscus aculeatus, Geranium sanguineum",Artificially reforested with pines and some Q. pubescens,CLOS,Yes,RADI,Sadori 2007 (21-0ka) (mjp),LINE,DIGI,NOTA,,No,GCD2,BART
716,37,Xishuangbannan,21.5,101.5,900,PHYT,6,ASIA,CHIN,TFEN,1,VESM,SMAL,MEAD,mixed rainforest and dipterocarp rainforest,Tropical rainforest,NOTK,Yes,RADI,Gu etal 2008 (1ka) (mjp),LINE,DIGI,NOTA,,No,GCD2,BART
717,34,Boulder Flat,-37.45,148.92,25,AREA,6,AUST,AUST,TERR,0,MEDI,MEDI,LOPL,Phragmites australis and Typah domingensis,lowland dry sclerophyll forest,NOTK,No,RADI,C Kenyon (mjp),SMSP,RAW0,NOTA,QUAVIDA,No,GCD2,BART
718,600,Maluyo Swamp,18.18,121.58,5,XCM3,-9999,AUST,AUST,TERR,0,MEDI,MEDI,COPL,under rice cultivation,secondary lowland forest,NOTK,No,RADI,"Stevenson, ALD",SMSP,AUTH,INDO,QUAVIDA,No,GCD3,BART
719,584,Paoay Lake LP3,18.2,120.54,15,COML,21,AUST,AUST,LACU,4,MEDI,SMAL,COPL,secondary coastal forest,secondary coastal forest,NOTK,No,RADI,Stevenson (sph/mjp),SMSP,RAW0,NOTA,QUAVIDA,No,GCD2,BART
720,231,Paoay Lake LP4,18.12,120.54,15,C250,21,AUST,AUST,LACU,4,MEDI,SMAL,COPL,secondary coastal forest,secondary coastal forest,NOTK,No,RADI,Stevenson (sph/mjp),SMSP,RAW0,NOTA,QUAVIDA,No,GCD2,BART
721,95,Quambie Lagoon,-12.5,131.17,20,C125,12,AUST,AUST,LACU,1,SMAL,SMAL,COPL,grass,tropical savanna / grazing land,NOTK,No,RADI,Stevenson/Haberle (mjp),LINE,RAW0,NOTA,QUAVIDA,No,GCD2,BART
